style_code,town_code,town,agas_code,under_60,over_60,year
250,7300,נצרת,32,7745,837,2020
250,7300,נצרת,33,3420,387,2020
250,7300,נצרת,34,4955,617,2020
250,7300,נצרת,35,7096,1258,2020
250,7300,נצרת,41,4094,829,2020
250,7300,נצרת,42,4445,473,2020
250,7300,נצרת,43,2813,284,2020
250,7300,נצרת,44,1886,206,2020
250,7300,נצרת,45,2061,250,2020
260,481,מגאר,9999,21187,2089,2020
260,509,כפר כנא,9999,21295,1970,2020
260,510,כפר מנדא,9999,19343,1280,2020
260,531,עראבה,9999,24249,2003,2020
260,634,כפר קאסם,9999,22582,1673,2020
260,637,ערערה,9999,23142,2388,2020
260,638,קלנסווה,9999,21809,1704,2020
260,1054,תל שבע,9999,20880,672,2020
260,1059,כסיפה,9999,21716,770,2020
260,1292,ג'דיידה-מכר,9999,19360,1976,2020
260,1303,חורה,9999,22427,675,2020
260,2720,טירה,9999,24075,2964,2020
260,2730,טייבה,9999,40600,3986,2020
260,6000,באקה אל-גרביה,9999,27822,2634,2020
260,7500,סח'נין,9999,29519,2673,2020
260,8800,שפרעם,9999,37713,4797,2020
260,8900,טמרה,9999,31724,3153,2020
270,473,אבו סנאן,9999,12774,1532,2020
270,478,אכסאל,9999,13787,1153,2020
270,480,בית ג'ן,9999,10782,1370,2020
270,489,דבורייה,9999,9594,1089,2020
270,490,דייר אל-אסד,9999,11656,1077,2020
270,492,דייר חנא,9999,9452,1036,2020
270,494,דאלית אל-כרמל,9999,15624,2242,2020
270,498,טורעאן,9999,13182,1254,2020
270,499,יפיע,9999,17422,1878,2020
270,502,ירכא,9999,15781,1624,2020
270,504,כאבול,9999,13151,1092,2020
270,507,כפר יאסיף,9999,8901,1344,2020
270,516,מג'ד אל-כרום,9999,14111,1336,2020
270,522,נחף,9999,12418,912,2020
270,529,אעבלין,9999,12182,1363,2020
270,532,עין מאהל,9999,12435,1132,2020
270,534,עספיא,9999,10899,1713,2020
270,537,פוריידיס,9999,12310,1140,2020
270,541,ג'סר א-זרקא,9999,14326,799,2020
270,542,ריינה,9999,17254,1886,2020
270,627,ג'לג'וליה,9999,9407,949,2020
270,628,ג'ת,9999,10996,1273,2020
270,654,כפר קרע,9999,17448,1847,2020
270,1060,לקיה,9999,14087,555,2020
270,1192,ערערה-בנגב,9999,18384,569,2020
270,1286,שגב-שלום,9999,10988,375,2020
270,1326,"בסמ""ה",9999,9515,742,2020
270,1327,מעלה עירון,9999,14149,1231,2020
270,4201,מג'דל שמס,9999,9975,1290,2020
280,472,אבו גוש,9999,6982,789,2020
280,482,בועיינה-נוג'ידאת,9999,9338,660,2020
280,483,בענה,9999,7726,707,2020
280,485,ג'ולס,9999,5849,716,2020
280,496,חורפיש,9999,5849,639,2020
280,511,עילוט,9999,8018,518,2020
280,520,משהד,9999,7802,683,2020
280,530,עיילבון,9999,4983,805,2020
280,536,פקיעין (בוקייעה),9999,5159,815,2020
280,538,שעב,9999,6710,517,2020
280,543,ראמה,9999,6602,1192,2020
280,913,שבלי - אום אל-גנם,9999,5612,539,2020
280,944,בסמת טבעון,9999,7267,730,2020
280,962,טובא-זנגרייה,9999,6404,491,2020
280,975,זרזיר,9999,7708,567,2020
280,978,כעביה-טבאש-חג'אג'רה,9999,5212,411,2020
280,998,ביר אל-מכסור,9999,8942,790,2020
280,1290,זמר,9999,6542,710,2020
280,1295,יאנוח-ג'ת,9999,6168,607,2020
280,1296,כסרא-סמיע,9999,8331,632,2020
280,1348,ביר הדאג',9999,5793,219,2020
280,1359,אל סייד,9999,5888,196,2020
280,4001,בוקעאתא,9999,5954,711,2020
290,487,ג'ש (גוש חלב),9999,2653,476,2020
290,505,כאוכב אבו אל-היג'א,9999,3306,362,2020
290,508,כפר כמא,9999,2812,615,2020
290,512,כפר מצר,9999,2555,223,2020
290,517,מזרעה,9999,3488,510,2020
290,518,מעיליא,9999,2565,704,2020
290,521,עין נקובא,9999,3409,177,2020
290,524,נאעורה,9999,2178,172,2020
290,525,סאג'ור,9999,4009,350,2020
290,526,סולם,9999,2384,258,2020
290,528,עוזייר,9999,3154,211,2020
290,535,פסוטה,9999,2667,513,2020
290,633,כפר ברא,9999,3535,219,2020
290,635,מוקייבלה,9999,3877,260,2020
290,649,מייסר,9999,1896,176,2020
290,652,אבטין,9999,2646,241,2020
290,658,שייח' דנון,9999,2684,260,2020
290,997,רומת הייב,9999,1923,170,2020
290,1245,סלמה,9999,3182,219,2020
290,1347,קצר א-סר,9999,2506,87,2020
290,1358,אום בטין,9999,4357,131,2020
290,1360,סעוה,9999,1950,49,2020
290,1375,אבו תלול,9999,2068,69,2020
290,4203,מסעדה,9999,3348,404,2020
290,4501,ע'ג'ר,9999,2536,168,2020
290,4502,עין קנייא,9999,1922,217,2020
310,7,שחר,9999,766,128,2020
310,10,תירוש,9999,380,77,2020
310,11,"ניר ח""ן",9999,457,108,2020
310,13,חצבה,9999,562,129,2020
310,15,נועם,9999,297,66,2020
310,18,שדה משה,9999,657,121,2020
310,24,לכיש,9999,684,107,2020
310,27,שדות מיכה,9999,315,69,2020
310,32,עוצם,9999,630,96,2020
310,33,בת שלמה,9999,569,88,2020
310,36,שדה דוד,9999,505,82,2020
310,37,איתן,9999,423,67,2020
310,39,גפן,9999,346,68,2020
310,44,זוהר,9999,283,66,2020
310,49,אילנייה,9999,399,88,2020
310,52,לוזית,9999,767,66,2020
310,55,נוגה,9999,468,113,2020
310,59,נחושה,9999,1440,55,2020
310,64,"יד רמב""ם",9999,935,183,2020
310,71,אשבול,9999,571,76,2020
310,80,נהלל,9999,1009,172,2020
310,85,כפר יחזקאל,9999,1039,171,2020
310,94,בלפוריה,9999,444,100,2020
310,97,מרחביה (מושב),9999,535,131,2020
310,98,"כפר מל""ל",9999,238,87,2020
310,103,תל עדשים,9999,1338,164,2020
310,106,כפר גדעון,9999,281,44,2020
310,112,כפר חסידים א',9999,679,159,2020
310,113,אדירים,9999,231,49,2020
310,132,כפר ברוך,9999,533,81,2020
310,140,כפר יהושע,9999,1034,188,2020
310,141,ברק,9999,315,96,2020
310,142,שדה יעקב,9999,966,130,2020
310,145,גדיש,9999,342,70,2020
310,146,דבורה,9999,161,48,2020
310,155,באר טוביה,9999,1117,185,2020
310,157,עין ורד,9999,1313,234,2020
310,159,בית חנן,9999,388,138,2020
310,162,חירות,9999,1080,187,2020
310,164,מלאה,9999,320,73,2020
310,165,ניר יפה,9999,625,99,2020
310,170,כפר יעבץ,9999,585,99,2020
310,174,נטעים,9999,530,99,2020
310,175,אביחיל,9999,1111,299,2020
310,177,"כפר ביל""ו",9999,998,272,2020
310,183,ירקונה,9999,293,74,2020
310,187,כפר הס,9999,1364,232,2020
310,189,כפר פינס,9999,992,96,2020
310,190,כפר ויתקין,9999,1631,330,2020
310,191,הדר עם,9999,587,105,2020
310,193,כפר חיים,9999,498,138,2020
310,198,צופית,9999,1087,231,2020
310,200,בית ינאי,9999,287,82,2020
310,202,בית עובד,9999,184,74,2020
310,204,אלישיב,9999,587,136,2020
310,205,חגלה,9999,770,94,2020
310,207,"גבעת ח""ן",9999,258,101,2020
310,217,"כפר הרא""ה",9999,1303,169,2020
310,219,חיבת ציון,9999,685,122,2020
310,220,כפר ביאליק,9999,712,136,2020
310,223,עין עירון,9999,454,91,2020
310,225,גן השומרון,9999,681,161,2020
310,230,מעש,9999,648,202,2020
310,233,כפר ידידיה,9999,599,131,2020
310,234,ביצרון,9999,1013,222,2020
310,235,חבצלת השרון,9999,378,109,2020
310,239,גן חיים,9999,632,183,2020
310,241,יקנעם (מושבה),9999,1077,309,2020
310,247,רשפון,9999,1215,241,2020
310,248,בית שערים,9999,643,143,2020
310,249,כפר סירקין,9999,1292,237,2020
310,252,ביתן אהרן,9999,97,31,2020
310,265,בית יוסף,9999,402,83,2020
310,281,פקיעין חדשה,9999,440,145,2020
310,284,שדה ורבורג,9999,1203,239,2020
310,288,בית יהושע,9999,924,155,2020
310,292,שרונה,9999,463,109,2020
310,301,בית עוזיאל,9999,539,104,2020
310,306,שדמות דבורה,9999,582,102,2020
310,307,הזורעים,9999,969,111,2020
310,311,גן שורק,9999,566,136,2020
310,316,כפר נטר,9999,992,165,2020
310,318,עמיעוז,9999,166,36,2020
310,320,כפר ורבורג,9999,967,178,2020
310,322,בית הלל,9999,651,136,2020
310,324,שאר ישוב,9999,541,113,2020
310,331,ניר צבי,9999,1024,260,2020
310,339,רמת צבי,9999,618,127,2020
310,360,"גבעת ניל""י",9999,602,111,2020
310,364,כפר אוריה,9999,817,96,2020
310,372,רמות נפתלי,9999,426,113,2020
310,373,בית הלוי,9999,663,165,2020
310,379,גאולים,9999,789,179,2020
310,382,מכמורת,9999,1178,284,2020
310,387,כפר מונש,9999,773,166,2020
310,388,כפר קיש,9999,567,93,2020
310,389,בצרה,9999,1015,187,2020
310,396,נבטים,9999,879,173,2020
310,398,שרשרת,9999,275,59,2020
310,414,קלחים,9999,589,62,2020
310,415,שוקדה,9999,569,38,2020
310,418,בני ציון,9999,1116,232,2020
310,422,חרב לאת,9999,805,123,2020
310,425,משמרת,9999,924,120,2020
310,430,בית לחם הגלילית,9999,665,171,2020
310,431,דלתון,9999,758,109,2020
310,446,אודים,9999,1182,224,2020
310,448,בני עטרות,9999,793,165,2020
310,449,נחלים,9999,1608,240,2020
310,460,רמת רזיאל,9999,534,126,2020
310,462,טל שחר,9999,1213,176,2020
310,527,שזור,9999,239,87,2020
310,553,ניר בנים,9999,615,127,2020
310,555,שדמה,9999,482,108,2020
310,559,בוסתן הגליל,9999,1109,191,2020
310,562,בית אלעזרי,9999,1310,245,2020
310,570,מעונה,9999,824,155,2020
310,571,בית גמליאל,9999,842,187,2020
310,573,מבקיעים,9999,410,68,2020
310,580,"כרם מהר""ל",9999,660,120,2020
310,582,כפר הנגיד,9999,988,253,2020
310,588,בני ראם,9999,1272,154,2020
310,589,בצת,9999,241,65,2020
310,593,ערוגות,9999,967,188,2020
310,594,צפרייה,9999,925,107,2020
310,603,אלקוש,9999,200,66,2020
310,604,בית עריף,9999,989,199,2020
310,605,כפר שמאי,9999,498,77,2020
310,606,מזור,9999,1110,208,2020
310,607,מירון,9999,967,107,2020
310,609,כפר חושן,9999,689,103,2020
310,610,סתרייה,9999,896,205,2020
310,612,צרופה,9999,966,157,2020
310,613,ציפורי,9999,850,132,2020
310,614,שומרה,9999,299,68,2020
310,615,קדרון,9999,1341,263,2020
310,616,רינתיה,9999,997,186,2020
310,618,חדיד,9999,770,134,2020
310,661,שער אפרים,9999,1728,193,2020
310,662,חוסן,9999,1035,141,2020
310,663,טירת יהודה,9999,1071,165,2020
310,664,כרם בן זמרה,9999,447,81,2020
310,665,תקומה,9999,639,100,2020
310,670,משמר איילון,9999,461,101,2020
310,672,בית נקופה,9999,606,134,2020
310,673,כפר טרומן,9999,742,134,2020
310,674,לימן,9999,565,102,2020
310,679,אביאל,9999,693,96,2020
310,680,אומץ,9999,719,111,2020
310,682,אליקים,9999,738,189,2020
310,683,גבע כרמל,9999,1046,175,2020
310,684,היוגב,9999,586,158,2020
310,685,בניה,9999,638,143,2020
310,686,נווה ימין,9999,841,238,2020
310,687,עין איילה,9999,1035,115,2020
310,688,עלמה,9999,632,74,2020
310,689,מגדים,9999,1152,227,2020
310,690,כפר אחים,9999,766,117,2020
310,692,שפיר,9999,832,84,2020
310,697,בארותיים,9999,979,164,2020
310,698,בורגתה,9999,944,191,2020
310,699,ניר ישראל,9999,740,144,2020
310,700,חצב,9999,1278,228,2020
310,701,ארבל,9999,634,114,2020
310,706,גיאה,9999,794,184,2020
310,708,עמקה,9999,661,134,2020
310,710,בית זית,9999,1380,302,2020
310,711,עזריה,9999,1081,168,2020
310,712,בן עמי,9999,635,139,2020
310,717,חגור,9999,966,178,2020
310,718,ירחיב,9999,938,159,2020
310,721,שדה אילן,9999,547,102,2020
310,722,מגשימים,9999,871,218,2020
310,723,בית הגדי,9999,724,117,2020
310,726,הודייה,9999,485,105,2020
310,727,תלמי יחיאל,9999,872,149,2020
310,729,משמר השבעה,9999,850,209,2020
310,730,אליפלט,9999,524,115,2020
310,731,מישר,9999,653,154,2020
310,732,משמר הירדן,9999,742,124,2020
310,734,גן יאשיה,9999,865,143,2020
310,735,רמות מאיר,9999,638,111,2020
310,736,גילת,9999,1314,178,2020
310,737,עולש,9999,998,165,2020
310,738,דור,9999,356,87,2020
310,739,שדה עוזיהו,9999,1379,218,2020
310,740,אשתאול,9999,1084,168,2020
310,741,שואבה,9999,496,118,2020
310,742,מסילת ציון,9999,1081,164,2020
310,743,כפר שמואל,9999,820,134,2020
310,745,גמזו,9999,1066,143,2020
310,746,ברכיה,9999,1082,170,2020
310,747,בית שקמה,9999,743,151,2020
310,748,מסלול,9999,780,106,2020
310,749,פטיש,9999,821,141,2020
310,750,פדויים,9999,439,81,2020
310,751,בית מאיר,9999,703,115,2020
310,752,תעוז,9999,519,115,2020
310,753,ינוב,9999,751,183,2020
310,755,גורן,9999,324,90,2020
310,756,בית עזרא,9999,911,193,2020
310,757,מצליח,9999,1098,249,2020
310,759,יציץ,9999,688,148,2020
310,760,בן זכאי,9999,997,138,2020
310,761,שובה,9999,632,70,2020
310,762,בטחה,9999,681,114,2020
310,764,כפר מרדכי,9999,535,121,2020
310,765,משגב דב,9999,609,110,2020
310,766,קוממיות,9999,498,50,2020
310,767,פורת,9999,1110,168,2020
310,772,אמונים,9999,836,161,2020
310,773,עמיקם,9999,670,98,2020
310,774,צוריאל,9999,314,59,2020
310,775,יד נתן,9999,548,112,2020
310,776,מחסיה,9999,409,70,2020
310,778,תרום,9999,852,111,2020
310,779,עמינדב,9999,910,188,2020
310,780,אורה,9999,1122,175,2020
310,783,אבן ספיר,9999,581,129,2020
310,784,בית נחמיה,9999,729,162,2020
310,785,אחיהוד,9999,782,131,2020
310,786,כפר זיתים,9999,672,123,2020
310,787,גבעת יערים,9999,1195,239,2020
310,788,זיתן,9999,849,190,2020
310,789,רנן,9999,618,99,2020
310,791,משען,9999,910,161,2020
310,792,נתיב השיירה,9999,384,107,2020
310,793,גבעתי,9999,897,152,2020
310,794,עגור,9999,461,72,2020
310,795,יערה,9999,636,113,2020
310,796,צלפון,9999,914,160,2020
310,797,אחיעזר,9999,1612,365,2020
310,798,יגל,9999,766,139,2020
310,799,זכריה,9999,946,157,2020
310,800,בית חנניה,9999,772,141,2020
310,801,"חמ""ד",9999,1168,147,2020
310,802,"גבעת כ""ח",9999,766,127,2020
310,803,יושיביה,9999,623,77,2020
310,804,אחיסמך,9999,1211,192,2020
310,805,ישעי,9999,687,118,2020
310,806,עין יהב,9999,648,121,2020
310,807,חניאל,9999,726,194,2020
310,809,נחם,9999,456,90,2020
310,810,עופר,9999,561,101,2020
310,811,יכיני,9999,615,110,2020
310,813,עין יעקב,9999,1050,135,2020
310,814,תלמים,9999,788,131,2020
310,815,זבדיאל,9999,496,74,2020
310,816,זנוח,9999,459,81,2020
310,817,עזריקם,9999,1302,201,2020
310,818,זרחיה,9999,650,89,2020
310,819,אביגדור,9999,670,146,2020
310,820,חלץ,9999,392,85,2020
310,821,אחוזם,9999,439,102,2020
310,822,מטע,9999,830,118,2020
310,823,בר גיורא,9999,583,113,2020
310,824,כוכב מיכאל,9999,938,152,2020
310,825,נס הרים,9999,1334,119,2020
310,826,עוזה,9999,349,87,2020
310,827,נווה מבטח,9999,586,115,2020
310,828,ישרש,9999,845,146,2020
310,829,מבטחים,9999,374,92,2020
310,836,גנות,9999,471,121,2020
310,837,עזריאל,9999,745,123,2020
310,838,פדיה,9999,696,141,2020
310,839,פתחיה,9999,718,133,2020
310,841,אלישמע,9999,1005,198,2020
310,843,מרגליות,9999,336,72,2020
310,846,שפר,9999,362,77,2020
310,850,אחיטוב,9999,907,172,2020
310,851,ניצני עוז,9999,965,144,2020
310,853,גאליה,9999,768,199,2020
310,854,רחוב,9999,325,75,2020
310,857,כפר אביב,9999,697,136,2020
310,858,נווה ירק,9999,1074,206,2020
310,859,כסלון,9999,409,59,2020
310,861,שדה אליעזר,9999,708,120,2020
310,862,גני יוחנן,9999,474,134,2020
310,863,גינתון,9999,762,155,2020
310,864,בקוע,9999,675,112,2020
310,865,שיבולים,9999,231,55,2020
310,872,גאולי תימן,9999,276,87,2020
310,873,שלווה,9999,460,86,2020
310,888,"כפר הרי""ף",9999,716,115,2020
310,892,עבדון,9999,579,97,2020
310,916,ישע,9999,353,72,2020
310,919,גבעת ישעיהו,9999,707,104,2020
310,1045,שתולה,9999,236,48,2020
310,1046,אוהד,9999,350,57,2020
310,1047,חזון,9999,202,89,2020
310,1051,תלמי אליהו,9999,254,68,2020
310,1058,שדה ניצן,9999,282,73,2020
310,1064,אמירים,9999,739,137,2020
310,1065,זמרת,9999,584,61,2020
310,1067,"דוב""ב",9999,392,87,2020
310,1069,רם-און,9999,863,122,2020
310,1070,אביעזר,9999,759,104,2020
310,1071,נווה מיכאל,9999,752,128,2020
310,1072,גן הדרום,9999,531,106,2020
310,1077,גבעת שפירא,9999,313,93,2020
310,1079,צפרירים,9999,349,63,2020
310,1081,אבן מנחם,9999,225,53,2020
310,1095,כפר מימון,9999,367,45,2020
310,1115,אביבים,9999,409,65,2020
310,1123,אדרת,9999,810,77,2020
310,1124,נאות הכיכר,9999,332,110,2020
310,1125,אלמגור,9999,315,96,2020
310,1130,כפר רוזנואלד (זרעית),9999,187,58,2020
310,1138,יעד,9999,579,113,2020
310,1147,נטועה,9999,238,65,2020
310,1150,צופר,9999,387,78,2020
310,1151,פארן,9999,424,84,2020
310,1155,מגן שאול,9999,596,107,2020
310,1165,שילת,9999,681,105,2020
310,1166,כפר רות,9999,199,61,2020
310,1173,לפידות,9999,78,44,2020
310,1174,מנוף,9999,740,123,2020
310,1175,עידן,9999,352,37,2020
310,1182,אלון הגליל,9999,987,157,2020
310,1205,מנות,9999,417,56,2020
310,1210,כחל,9999,367,95,2020
310,1214,טפחות,9999,468,36,2020
310,1223,שדי אברהם,9999,322,39,2020
310,1227,יתד,9999,483,52,2020
310,1229,כלנית,9999,214,36,2020
310,1230,לבנים,9999,354,69,2020
310,1231,פרי גן,9999,203,40,2020
310,1232,יבול,9999,300,52,2020
310,1233,שקף,9999,512,54,2020
310,1237,תלמי יוסף,9999,263,61,2020
310,1240,עין הבשור,9999,960,143,2020
310,1241,דקל,9999,302,58,2020
310,1242,נתיב העשרה,9999,761,124,2020
310,1251,עין תמר,9999,162,34,2020
310,1253,אמנון,9999,349,91,2020
310,1278,באר מילכה,9999,187,0,2020
310,1280,ניצני סיני,9999,258,29,2020
310,1291,כמהין,9999,243,0,2020
310,1363,בני נצרים,9999,808,9,2020
310,1366,נווה,9999,1302,10,2020
310,1372,נצר חזני,9999,456,42,2020
310,1377,שבי דרום,9999,252,0,2020
310,2002,תנובות,9999,678,151,2020
310,2003,תלמי אלעזר,9999,831,135,2020
310,2008,שדה יצחק,9999,624,91,2020
310,2009,יובל,9999,522,117,2020
310,2010,כפר בן נון,9999,620,114,2020
310,2011,ינון,9999,1045,168,2020
310,2012,אורות,9999,393,87,2020
310,2013,בן שמן (מושב),9999,735,137,2020
310,2014,גבעולים,9999,352,57,2020
310,2015,שדי חמד,9999,833,148,2020
310,2016,רוויה,9999,388,54,2020
310,2026,ירדנה,9999,298,62,2020
310,2029,מדרך עוז,9999,665,129,2020
310,2030,מנוחה,9999,556,83,2020
310,2033,בית חלקיה,9999,1348,56,2020
310,2035,עדנים,9999,428,87,2020
310,2044,מלילות,9999,308,62,2020
310,2045,נחלה,9999,611,101,2020
310,2046,סגולה,9999,619,111,2020
310,2047,ניר משה,9999,491,98,2020
310,2048,ניר עקיבא,9999,597,70,2020
310,2049,שדה צבי,9999,585,69,2020
310,2050,"תלמי ביל""ו",9999,440,86,2020
310,2051,רווחה,9999,461,100,2020
310,2052,אביטל,9999,391,103,2020
310,2053,פרזון,9999,300,63,2020
310,2054,מיטב,9999,386,72,2020
310,2055,מאור,9999,1294,141,2020
310,2057,שדי תרומות,9999,381,77,2020
310,2059,"פעמי תש""ז",9999,485,89,2020
310,2060,ברוש,9999,520,63,2020
310,2061,תדהר,9999,625,52,2020
310,2062,תאשור,9999,368,67,2020
310,2063,דישון,9999,254,85,2020
310,2064,זרועה,9999,442,52,2020
310,3555,נתיב הגדוד,9999,170,47,2020
310,3558,תומר,9999,221,61,2020
310,3566,יפית,9999,193,23,2020
310,3567,סלעית,9999,1300,104,2020
310,3598,ארגמן,9999,90,33,2020
310,3599,מחולה,9999,558,67,2020
310,3605,משואה,9999,139,37,2020
310,3609,חמרה,9999,229,24,2020
310,3612,בקעות,9999,152,36,2020
310,3613,גיתית,9999,457,33,2020
310,3614,מכורה,9999,143,28,2020
310,3615,פצאל,9999,254,64,2020
310,3619,רועי,9999,124,40,2020
310,3639,ורד יריחו,9999,321,36,2020
310,3713,"נעמ""ה",9999,136,28,2020
310,4002,אלי-עד,9999,394,69,2020
310,4008,מעלה גמלא,9999,479,78,2020
310,4009,שעל,9999,253,51,2020
310,4011,אבני איתן,9999,683,58,2020
310,4012,אניעם,9999,436,79,2020
310,4014,נטור,9999,861,5,2020
310,4019,מיצר,9999,286,0,2020
310,4021,גבעת יואב,9999,612,129,2020
310,4025,קדמת צבי,9999,439,68,2020
310,4028,כנף,9999,451,15,2020
310,4303,"נווה אטי""ב",9999,87,33,2020
310,4304,נוב,9999,891,99,2020
310,4551,נאות גולן,9999,542,88,2020
310,4702,רמות,9999,416,114,2020
320,23,אמציה,9999,195,29,2020
320,163,תימורים,9999,628,135,2020
320,255,כפר חיטים,9999,512,91,2020
320,269,מולדת,9999,934,154,2020
320,282,שבי ציון,9999,1028,201,2020
320,386,בני דרור,9999,615,594,2020
320,390,רגבה,9999,821,304,2020
320,405,נווה אילן,9999,808,177,2020
320,429,אלוני אבא,9999,875,117,2020
320,440,יסודות,9999,929,60,2020
320,456,שורש,9999,588,626,2020
320,592,בני דרום,9999,829,96,2020
320,620,משואות יצחק,9999,560,146,2020
320,675,הבונים,9999,291,79,2020
320,707,כפר דניאל,9999,590,105,2020
320,720,ניר גלים,9999,1279,129,2020
320,744,תלמי יפה,9999,706,107,2020
320,769,ניר עציון,9999,901,62,2020
320,771,מבוא ביתר,9999,884,121,2020
320,877,בית חירות,9999,742,162,2020
320,1112,יודפת,9999,812,93,2020
320,1128,מי עמי,9999,298,65,2020
320,1134,יד השמונה,9999,258,29,2020
320,1148,צור נתן,9999,233,73,2020
320,1235,שורשים,9999,464,75,2020
320,1260,רתמים,9999,582,0,2020
320,1294,אור הגנוז,9999,582,8,2020
320,3568,ריחן,9999,321,28,2020
320,3578,שדמות מחולה,9999,613,48,2020
320,3607,"ייט""ב",9999,297,16,2020
320,3648,מתתיהו,9999,826,72,2020
320,3656,כרמל,9999,415,29,2020
320,3657,מעון,9999,580,11,2020
320,3719,תלם,9999,466,9,2020
320,3745,מצדות יהודה,9999,556,41,2020
320,4006,קשת,9999,764,75,2020
320,4007,יונתן,9999,723,45,2020
320,4010,אודם,9999,122,29,2020
320,4017,אלוני הבשן,9999,431,12,2020
320,4701,רמת מגשימים,9999,671,82,2020
330,16,בית ניר,9999,532,74,2020
330,35,גדות,9999,330,104,2020
330,57,כנרת (קבוצה),9999,536,159,2020
330,62,דגניה א',9999,381,145,2020
330,66,מרחביה (קיבוץ),9999,1048,222,2020
330,67,אור הנר,9999,668,121,2020
330,69,ניר עוז,9999,293,90,2020
330,72,גן שמואל,9999,697,246,2020
330,76,כפר גלעדי,9999,516,170,2020
330,77,איילת השחר,9999,866,281,2020
330,78,קריית ענבים,9999,368,99,2020
330,79,דגניה ב',9999,527,145,2020
330,82,עין חרוד (מאוחד),9999,571,207,2020
330,84,תל יוסף,9999,443,114,2020
330,86,גבע,9999,463,156,2020
330,89,עין חרוד (איחוד),9999,401,139,2020
330,90,חפצי-בה,9999,580,145,2020
330,92,גיניגר,9999,515,154,2020
330,95,בית אלפא,9999,910,267,2020
330,96,יגור,9999,1265,371,2020
330,104,מזרע,9999,543,259,2020
330,126,שריד,9999,665,232,2020
330,127,רמת רחל,9999,447,118,2020
330,130,משמר העמק,9999,1018,266,2020
330,133,גבת,9999,721,211,2020
330,134,יפעת,9999,989,215,2020
330,135,רמת דוד,9999,460,80,2020
330,139,עין שמר,9999,426,160,2020
330,143,בית זרע,9999,430,172,2020
330,144,גן שלמה,9999,482,114,2020
330,158,נען,9999,1414,347,2020
330,160,חולדה,9999,1015,120,2020
330,167,עין החורש,9999,597,249,2020
330,173,גבעת חיים (מאוחד),9999,759,268,2020
330,176,אפיקים,9999,1070,431,2020
330,178,רמת יוחנן,9999,819,194,2020
330,184,רמת הכובש,9999,931,218,2020
330,188,אשדות יעקב (מאוחד),9999,462,122,2020
330,192,כפר החורש,9999,586,140,2020
330,194,משמר השרון,9999,494,128,2020
330,197,מעברות,9999,761,231,2020
330,199,אשדות יעקב (איחוד),9999,849,166,2020
330,213,משמרות,9999,1035,82,2020
330,232,שפיים,9999,1108,219,2020
330,237,שער העמקים,9999,528,235,2020
330,242,בית השיטה,9999,975,288,2020
330,250,הזורע,9999,664,259,2020
330,253,חולתה,9999,580,125,2020
330,254,כפר המכבי,9999,320,82,2020
330,256,ניר דוד (תל עמל),9999,563,176,2020
330,259,שדה נחום,9999,829,81,2020
330,262,גינוסר,9999,391,189,2020
330,263,מסדה,9999,274,78,2020
330,264,שער הגולן,9999,352,190,2020
330,268,טירת צבי,9999,797,126,2020
330,270,עין השופט,9999,620,216,2020
330,272,מעוז חיים,9999,364,124,2020
330,273,עין גב,9999,484,188,2020
330,274,כפר מנחם,9999,1186,158,2020
330,278,אושה,9999,432,124,2020
330,280,חניתה,9999,600,146,2020
330,285,אלונים,9999,399,126,2020
330,286,מעלה החמישה,9999,710,107,2020
330,287,תל יצחק,9999,340,463,2020
330,289,עין המפרץ,9999,936,324,2020
330,290,מעיין צבי,9999,562,181,2020
330,293,שדה יואב,9999,535,60,2020
330,294,אילון,9999,880,176,2020
330,295,כפר רופין,9999,434,97,2020
330,296,נווה איתן,9999,215,88,2020
330,297,כפר מסריק,9999,679,188,2020
330,298,מסילות,9999,300,144,2020
330,300,דלייה,9999,631,214,2020
330,302,דפנה,9999,738,249,2020
330,303,דן,9999,599,160,2020
330,304,שדה אליהו,9999,578,126,2020
330,305,גשר,9999,276,147,2020
330,308,מחניים,9999,681,151,2020
330,310,כפר גליקסון,9999,273,74,2020
330,312,נווה ים,9999,193,39,2020
330,313,אפק,9999,600,128,2020
330,315,נגבה,9999,801,164,2020
330,317,בית אורן,9999,473,67,2020
330,319,עמיר,9999,456,144,2020
330,325,מצובה,9999,1025,130,2020
330,327,שדות ים,9999,914,194,2020
330,329,שדה נחמיה,9999,1096,169,2020
330,330,אלומות,9999,349,58,2020
330,334,קבוצת יבנה,9999,781,183,2020
330,335,רמת השופט,9999,948,176,2020
330,336,דורות,9999,672,179,2020
330,340,גת (קיבוץ),9999,772,160,2020
330,342,גברעם,9999,574,58,2020
330,343,חמדיה,9999,304,99,2020
330,344,מענית,9999,690,143,2020
330,345,כפר סאלד,9999,568,120,2020
330,346,גליל ים,9999,436,104,2020
330,347,מנרה,9999,191,68,2020
330,348,ניר עם,9999,543,101,2020
330,352,גבולות,9999,312,67,2020
330,354,רביבים,9999,827,258,2020
330,355,חורשים,9999,267,71,2020
330,356,הגושרים,9999,739,177,2020
330,357,כפר בלום,9999,624,155,2020
330,358,יד מרדכי,9999,545,201,2020
330,359,ניצנים,9999,397,128,2020
330,362,רוחמה,9999,559,165,2020
330,363,חפץ חיים,9999,488,70,2020
330,365,בית קשת,9999,599,96,2020
330,366,שמיר,9999,747,177,2020
330,369,גלעד (אבן יצחק),9999,401,97,2020
330,370,גזר,9999,225,63,2020
